timestamp,left,right
2021-05-10 21:28:49.0, 85.00,90
2021-05-10 21:28:49.1, 85.00,90
2021-05-10 21:28:49.2, 85.00,90
2021-05-10 21:28:49.3, 85.00,90
2021-05-10 21:28:49.4, 85.00,90
2021-05-10 21:28:49.5, 85.00,90
2021-05-10 21:28:49.6, 85.00,90
2021-05-10 21:28:49.7, 85.00,90
2021-05-10 21:28:49.8, 85.00,90
2021-05-10 21:28:50.0, 85.00,90
2021-05-10 21:28:50.1, 85.00,90
2021-05-10 21:28:50.2, 85.00,90
2021-05-10 21:28:50.3, 85.00,90
2021-05-10 21:28:50.4, 85.00,90
2021-05-10 21:28:50.5, 85.00,90
2021-05-10 21:28:50.6, 85.00,90
2021-05-10 21:28:50.7, 85.00,90
2021-05-10 21:28:50.8, 85.00,90
2021-05-10 21:28:50.9, 85.00,90
2021-05-10 21:28:51.0, 85.00,90
2021-05-10 21:28:51.1, 85.00,90
2021-05-10 21:28:51.2, 85.00,90
2021-05-10 21:28:51.3, 85.00,90
2021-05-10 21:28:51.4, 85.00,90
2021-05-10 21:28:51.5, 85.00,90
2021-05-10 21:28:51.6, 85.00,90
2021-05-10 21:28:51.7, 85.00,90
2021-05-10 21:28:51.8, 85.00,90
2021-05-10 21:28:51.9, 85.00,90
2021-05-10 21:28:52.0, 85.00,90
2021-05-10 21:28:52.1, 85.00,90
2021-05-10 21:28:52.2, 85.00,90
2021-05-10 21:28:52.3, 85.00,90
2021-05-10 21:28:52.4, 85.00,90
2021-05-10 21:28:52.5, 85.00,90
2021-05-10 21:28:52.6, 85.00,90
2021-05-10 21:28:52.7, 85.00,90
2021-05-10 21:28:52.8, 85.00,90
2021-05-10 21:28:52.9, 85.00,90
2021-05-10 21:28:53.0, 85.00,90
2021-05-10 21:28:53.1, 85.00,90
2021-05-10 21:28:53.2, 85.00,90
2021-05-10 21:28:53.4, 85.00,90
2021-05-10 21:28:53.5, 85.00,90
2021-05-10 21:28:53.6, 85.00,90
2021-05-10 21:28:53.7, 85.00,90
2021-05-10 21:28:53.8, 85.00,90
2021-05-10 21:28:53.9, 85.00,90
2021-05-10 21:28:54.0, 85.00,90
2021-05-10 21:28:54.1, 85.00,90
2021-05-10 21:28:54.2, 85.00,90
2021-05-10 21:28:54.3, 85.00,90
2021-05-10 21:28:54.4, 85.00,90
